"","User","Tweet","Cluster","Lem"
"2338","LerAn_Ala"," оно странное как фильмы по филиппдику","5","  оно странный как фильм по филиппдик "
"2339","LerAn_Ala"," а я кажется знаю это аниме","5","  а я кажется знать этот аниме "
"2340","LerAn_Ala","I lift up my finger and I say tweet tweet and Popsy Wopsy  The Dead V  ","5"," I lift up my finger and I say tweet tweet and Popsy Wopsy  The Dead V   "
"2341","LerAn_Ala","Jack Hylton  I Lift Up My Finger And Say Tweet Tweet   ","5"," Jack Hylton  I Lift Up My Finger And Say Tweet Tweet    "
"2342","LerAn_Ala","Ever So Goosey   ","5"," Ever So Goosey    "
"2343","LerAn_Ala","возможно я не могу ничего написать потому что не могу перечитывать свое а еще обвиняли меня в излишней рефлексии","5"," возможно я не мочь ничто написать потому что не мочь перечитывать свое а еще обвинять я в излишний рефлексия "
"2344","LerAn_Ala","водка и переписка  вещи слабо совместимые","5"," водка и переписка  вещь слабо совместимый "
"2345","LerAn_Ala","взяла коктейль на основе водки это была ошибка","5"," взять коктейль на основа водка это быть ошибка "
"2346","LerAn_Ala","о самом важном ","5"," о самый важный  "
"2347","LerAn_Ala","через  дней","5"," через  день "
"2348","LerAn_Ala"," можно я сразу запишусь в очередь на прием","5","  можно я сразу записываться в очередь на прием "
"2349","LerAn_Ala","мне почемуто хочется провалиться спрятаться и никогда больше не быть","5"," я почемуто хотеться проваливаться спрятаться и никогда больше не быть "
"2350","LerAn_Ala","начиталась статей про ужасы жизни теперь судорожно ищу вилы потому что только вилы могут быть оружием теолога в споре с действительностью","5"," начитываться статья про ужас жизнь теперь судорожно искать вилы потому что только вилы мочь быть оружие теолог в спор с действительность "
"2351","LerAn_Ala"," высокий штилем шпарите я смотрю","5","  высокий штиль шпарить я смотреть "
"2352","LerAn_Ala"," действительно не понятно чойта они","5","  действительно не понятно чойт они "
"2353","LerAn_Ala","ансамбль песни и пляски в моем вагоне метро Солистка  учащаяся детского сада аккомпанирует девушка с гармонью","5"," ансамбль песнь и пляска в мой вагон метро солистка  учиться детский сад аккомпанировать девушка с гармонь "
"2354","LerAn_Ala","электронное табло в вагоне метро показывает вот такое сообщение ССССССССССССССССС","5"," электронный табло в вагон метро показывать вот такой сообщение ССССССССССССССССС "
"2355","LerAn_Ala","метро рядом девушка с распечаткой молитвы для беременных","5"," метро рядом девушка с распечатка молитва для беременный "
"2356","LerAn_Ala","слушаю про проведение конкурса красоты на факультете мальчики будут вас выводить на сцену  degrading","5"," слушать про проведение конкурс красота на факультет мальчик быть вы выводить на сцена  degrading "
"2357","LerAn_Ala"," душевненько вот что теперь будем на учебе петь вместо учебы","5","  душевненько вот что теперь быть на учеба петь вместо учеба "
"2358","LerAn_Ala","зачемто собираю песенки про инквизиторов","5"," зачемто собирать песенка про инквизитор "
"2359","LerAn_Ala","  А КАКОЙ ХОХОЛ  ПРАВОСЛАВНЫЙ ИЛИ КАТОЛИЧЕСКИЙ","5","   а какой хохол  православный или католический "
"2360","LerAn_Ala","  теологам нельзя водку и сало только кагор и просфора че ты как нехристьто","5","   теолог нельзя водка и сало только кагор и просфора че ты как нехристьто "
"2361","LerAn_Ala","конфеты привет школа  твердые и выглядят так будто они явились из шестидесятых","5"," конфета привет школа  твердый и выглядеть так будто они являться из шестидесятый "
"2362","LerAn_Ala","половина третьего Ульяна опять бегала в бордер Второй сложнее все же чем пресиквел Или надо было не Зеро брать","5"," половина третий ульяна опять бегать в бордер второй сложно все же чем пресиквел или надо быть не зеро брать "
"2363","LerAn_Ala"," а мне говорила в сб что все сделала ","5","  а я говорить в сб что все сделать  "
"2364","LerAn_Ala","смотрю на кухонный стол и думаю и  изобилие или все б  бардак","5"," смотреть на кухонный стол и думать и  изобилие или все б  бардак "
"2365","LerAn_Ala","в метро забавные кадры попадаются Например цокающий мужик прерывающийся лишь на полминуты все остальное время он равномерно цокает","5"," в метро забавный кадры попадаться например цокать мужик прерывающийся лишь на полминуты весь остальной время он равномерно цокать "
"2366","LerAn_Ala","","5","  "
"2367","LerAn_Ala","   ну вот ","5","    ну вот  "
"2368","LerAn_Ala","мне кажется надо на дверях университета вешать табличку Оставь свои мысли всяк сюда входящий","5"," я казаться надо на дверь университет вешать табличка оставлять свой мысль всякий сюда входить "
"2369","LerAn_Ala","я боюсь что на др у меня опять будет обострение гастрита работать легче чем учиться в этом смысле","5"," я бояться что на др у я опять быть обострение гастрит работать легко чем учиться в этот смысл "
"2370","LerAn_Ala"," предлагает мне все называть всех пидарами","5","  предлагать я все называть все пидар "
"2371","LerAn_Ala","больше всего люблю когда люди не могут в английский и говорят чтонибудь вроде а американские фундаменталисты","5"," много все любить когда человек не мочь в английский и говорить чтонибудь вроде а американский фундаменталист "
"2372","LerAn_Ala","помимо fuck you теология научила меня патетически восклицать это греховная наша природа покаяние нас спасет","5"," помимо fuck you теология научать я патетически восклицать это греховный наш природа покаяние мы спасать "
"2373","LerAn_Ala","я ору почемуто","5"," я орать почемуто "
"2374","LerAn_Ala","основы соцконцепции пишут Христианство преодолев языческие предрассудки демифологизировало природу привело к научному естествознанию","5"," основа соцконцепция писать христианство преодолевать языческий предрассудок демифологизировать природа приводить к научный естествознание "
"2375","LerAn_Ala","лучшая версия smoke on the water с легкой подачи  вошла в мою жизнь ","5"," хороший версия smoke on the water с легкий подача  входить в мой жизнь  "
"2376","LerAn_Ala"," ты просто не знаешь какое облегчение избавиться от такой мерзкой штуки в момент счастья трудно о других помнить","5","  ты просто не знать какой облегчение избавляться от такой мерзкий штука в момент счастие трудно о другой помнить "
"2377","LerAn_Ala","Пастенак программное ","5"," пастенак программный  "
"2378","LerAn_Ala","какойто сумбур в душе в голове в жизни одна шелуха вокруг","5"," какойто сумбур в душа в голова в жизнь один шелуха вокруг "
"2379","LerAn_Ala","котяткина молодца  написала контрольную по теорверу на  из ","5"," котяткин молодец  написать контрольный по теорвер на  из  "
"2380","LerAn_Ala"," даже не знаю что из этого сложнее и таинственнее","5","  даже не знать что из это сложный и таинственный "
"2381","LerAn_Ala","  дистанционка  инфинит практика","5","   дистанционка  инфинит практика "
"2382","LerAn_Ala","половина двенадцатого а еще две статьи надо прочитать ","5"," половина двенадцатый а еще два статья надо прочитывать  "
"2383","LerAn_Ala","крч давно я не злилась так бессмысленно и беспощадно","5"," крч давно я не злиться так бессмысленно и беспощадно "
"2384","LerAn_Ala","я ебала наш ректор не любила писать лекции теперь мы будем заниматься хуйней на третьем и четвертом курсах","5"," я ебать наш ректор не любить писать лекция теперь мы быть заниматься хуйня на третий и четвертый курсы "
"2385","LerAn_Ala","пиздец мы движемся именно туда куда идет все человечество Это в жопу и нахуй что ли любимыйВУЗ бля","5"," пиздец мы двигаться именно туда куда идти весь человечество этот в жопа и нахуй что ли любимыйвуз бля "
"2386","LerAn_Ala"," угу надо теперь копить на билет Очень хочу там погулять","5","  угу надо теперь копить на билет очень хотеть там погулять "
"2387","LerAn_Ala","нашла тут фоточку Красноярска в интернетиках    я знаю это место и хочу теперь там погулять ","5"," находить тут фоточка красноярск в интернетика    я знать этот место и хотеть теперь там погулять  "
"2388","LerAn_Ala","древнегреческий","5"," древнегреческий "
"2389","LerAn_Ala","  глав мы сейчас смотрим главу про биоэтику Люди сейчас спорят о childfreeхотя смысла нет в Основах все уже сказано","5","   глава мы сейчас смотреть глава про биоэтика человек сейчас спорить о childfreeхотя смысл нет в основа все уже сказать "
"2390","LerAn_Ala","есть у меня предмет Основы соцконцепции РПЦ Меня расстраивает что никто не приходит прочитав сам изучаемый документ because fuck you","5"," быть у я предмет основа соцконцепция рпц я расстраивать что никто не приходить прочитывать сам изучать документ because fuck you "
"2391","vulpes_zerda","ЖЖюзер Чингизид известный также как Макс Фрай пишет про Москву Я всякий раз приезжая в Москву констатир ","5"," жжюзер чингизид известный также как макс фрай писать про москва я всякий раз приезжать в москва констатир  "
"2392","vulpes_zerda","В Москве в этом году очень очень странный ноябрь ","5"," в москва в этот год очень очень странный ноябрь  "
"2393","vulpes_zerda","Ну и раз уж на этой странице проходят дни очумелых ручек еще я умею шить пеналы Derwent и Передвижник ","5"," ну и раз уж на этот страница проходить день очумелый ручка еще я уметь шить пенал Derwent и передвижник  "
"2394","vulpes_zerda","Кажется у меня появилось хобби  Фоточки не формата на ближайшем белом подоконнике будут после того ","5"," кажется у я появляться хобби  фоточка не формат на близкий белый подоконник быть после то  "
"2395","vulpes_zerda","Иногда идешь на выставку современного искусства а попадаешь в аниме ","5"," иногда идти на выставка современный искусство а попадать в аниме  "
"2396","vulpes_zerda","У меня дома есть коробка чем ехать в Икею склею побыстрому вон из того листа картона кошелек п ","5"," у я дома быть коробка чем ехать в икея склеивать побыстрому вон из тот лист картон кошелек п  "
"2397","vulpes_zerda","В центральной части Турции есть городок под названием Нигде Ударение на и но это не важно    Ни дня без открытий","5"," в центральный часть турция быть городок под название нигде ударение на и но это не важный    ни день без открытие "
"2398","vulpes_zerda","Товарищи а ктонибудь знает милые и с нормальным ценообразованием отельчики в Москве Цель  поселить маму на неск ","5"," товарищ а ктонибудь знать милый и с нормальный ценообразование отельчик в москва цель  поселять мама на неск  "
"2399","vulpes_zerda","ПитьпитьПитер    Я снова у вас начиная прям с завтра И до вторника го сентября","5"," питьпитьпитер    я снова у вы начинать прямой с завтра и до вторник го сентябрь "
"2400","vulpes_zerda","Somethings not right  говорит Google Talk когда его не устраивает качество или скорость интерне ","5"," Somethings not right  говорить Google Talk когда он не устраивать качество или скорость интерн  "
"2401","vulpes_zerda","Москва к тебе вопрос    Где смотреть милые хорошие интересные анонсы происходящего в этом ээээ удивительн ","5"," москва к ты вопрос    где смотреть милый хороший интересный анонс происходить в это ээээ удивительн  "
"2402","vulpes_zerda","Давайте предаваться воспоминаниям в этот чудесный осенний вечер    Полтора года назад мы заперлись в темно ","5"," давать предаваться воспоминание в этот чудесный осенний вечер    полтора год назад мы запираться в темно  "
"2403","vulpes_zerda","Запись в ежедневнике чехол для самок
От создателей билеты в пите

Настя не любит дописывать слова","5"," запись в ежедневник чехол для самка"
"2404","vulpes_zerda","Только что узнала что отряд палочники также называется привиденьевые День прожит не зря","5"," только что узнавать что отряд палочник также называться привиденьевой день проживать не зря "
"2405","vulpes_zerda","Ты видела кирпичи развевающиеся на ветру  Да разговорчики","5"," ты видеть кирпич развеваться на ветер  да разговорчик "
"2406","vulpes_zerda","Дорогое мироздание помоги мне пожалуйста найти у себя кнопку работать так словно через два часа дедлайн И чтобы нажимать по желанию","5"," дорогой мироздание помогать я пожалуйста находить у себя кнопка работать так словно через два час дедлайн и чтобы нажимать по желание "
"2407","vulpes_zerda","Как понять что вы внутри символа  вопрошает лектор","5"," как понимать что вы внутри символ  вопрошать лектор "
"2408","vulpes_zerda","Раз отвыкнув от интернетов совершенно не хочешь привыкать к ним обратно    Пишите смс на московский номер если что","5"," раз отвыкать от интернет совершенно не хотеть привыкать к он обратно    писать смс на московский номер если что "
"2409","vulpes_zerda","Все пишут глубокомысленные записи о том каким был й каким должен быть й кто чего достиг изучил понял ","5"," все писать глубокомысленный запись о то какой быть й какой должный быть й кто что достигать изучать понимать  "
"2410","vulpes_zerda","Если ктото меня потерял я нашлась живаздорова все хорошо    А и в Питере с го декабря по е января","5"," если ктото я потерять я находиться живаздоровый все хорошо    а и в питер с го декабрь по е январь "
"2411","vulpes_zerda","Буду использовать теперь Хватит вычечениваться например Или я забуздырила скетчбук    ","5"," быть использовать теперь хватить вычечениваться например или я забуздырить скетчбук     "
"2412","vulpes_zerda"," авававав ","5","  авававать  "
"2413","vulpes_zerda","Это прекрасно Я хочу чтобы это стало мейнстримом Пожалуйста ","5"," это прекрасно я хотеть чтобы это становиться мейнстрим пожалуйста  "
"2414","vulpes_zerda","нет ну вот когда я уже выучу если мне мутно вяло уныло и вообще както не так  нужно ПРОСТО ПОЕСТЬ","5"," нет ну вот когда я уже выучивать если я мутно вяло уныло и вообще както не так  нужно просто поесть "
"2415","vulpes_zerda","А еще мне сегодня попалась на глаза карта Сочи Там оказывается есть улица Лысая Гора","5"," а еще я сегодня попадаться на глаз карта сочи там оказываться быть улица лысый гора "
"2416","vulpes_zerda","Если Москву навестят рогатые краснолицые демоны крылатые ангелы шестирукие гости с Альфа Центавра нужное подчерк ","5"," если москва навещать рогатый краснолицый демон крылатый ангел шестирукий гость с альфа центавр нужный подчерк  "
"2417","vulpes_zerda","Я правда продолбала потенциально клевую экскурсию но это даже не слишком печалит","5"," я правда продолбать потенциально клевый экскурсия но это даже не слишком печалить "
"2418","vulpes_zerda","Ух ты а высыпаться несколько дней подряд так круто оказывается","5"," ух ты а высыпаться несколько день подряд так круто оказываться "
"2419","vulpes_zerda","ouch     via  ","5"," ouch     via   "
"2420","vulpes_zerda","ну да а еще я изза такого темпа путаю  и  они же так похожи","5"," ну да а еще я изза такой темп путать  и  они же так похожий "
"2421","vulpes_zerda","десятидневный анализ паттернов сна показывает что сплю я обычно по схеме  Ну в среднем часов девять в день и выходит да","5"," десятидневный анализ паттерн сон показывать что спать я обычно по схема  ну в среднее час девять в день и выходить да "
"2422","vulpes_zerda","Японцы делают удивительно реалистичные восковые модели продуктов Сначала просто забавно но с  начинается черт ","5"," японец делать удивительно реалистичный восковой модель продукт сначала просто забавно но с  начинаться черт  "
"2423","vulpes_zerda","Как поанглийски будет неведомая ёбаная хуйня","5"," как поанглийский быть неведомый ебаный хуйня "
"2424","vulpes_zerda","  а вот эта кукла от mattel  настоящая  по легенде это паучиха","5","   а вот этот кукла от mattel  настоящий  по легенда это паучиха "
"2425","vulpes_zerda","Обработать фоточки доделать видео или всетаки лечь спать","5"," обрабатывать фоточка доделывать видео или всетака ложиться спать "
"2426","vulpes_zerda","Однажды совы окончательно сойдут с ума в этом безумном мире наделают из кофейных кружек коктейлей молотова и устро ","5"," однажды сова окончательно сходить с ум в этот безумный мир наделать из кофейный кружка коктейль молотов и устро  "
"2427","vulpes_zerda","А также если вы находитесь в Москве и вам совершенно некуда девать урожай  ЧеловекЖелудок в моем лице готов прийти на помощь D","5"," а также если вы находиться в москва и вы совершенно некуда девать урожай  человекжелудок в мой лицо готовый приходить на помощь D "
"2428","vulpes_zerda","На прошлой неделе одарили дачными яблоками на этой  тыквой и морковкой Люблю людей ","5"," на прошлый неделя одарять дачный яблоко на этот  тыква и морковка любить человек  "
"2429","vulpes_zerda","Мои любимые наркотики  кофеин и не спать  Реальность становится такая прозраааачная","5"," мой любимый наркотик  кофеин и не спать  реальность становиться такой прозраааачная "
"2430","vulpes_zerda","To whom it may concern регистрация волонтеров на олимпийские и паралимпийские игры в РиодеЖанейро открыта до   ","5"," To whom it may concern регистрация волонтер на олимпийский и паралимпийский игра в риодежанейро открывать до    "
"2431","vulpes_zerda","А что произошло с милым журналом Московское наследие Новая обложка выглядит как пипец  и редакция вся сменилась","5"," а что происходить с милый журнал московский наследие новый обложка выглядеть как пипец  и редакция весь смениться "
"2432","vulpes_zerda","Объява  уматываю в Ригу до го Телефон питерский но лучше смсте","5"," объява  уматывать в рига до го телефон питерский но хорошо смста "
"2433","vulpes_zerda","включила новости  БЛЯДЬ ОНИ ТАМ ЕБАНУЛИСЬ ЧТО ЛИ ВСЕ  выключила новости","5"," включать новость  блядь они там ебануться что ли весь  выключать новость "
"2434","vulpes_zerda","Встала пораньше смоталась в соседнюю страну вернулась теперь можно нормально позавтракать и сделать зарядку","5"," вставать рано сматываться в соседний страна вернуться теперь можно нормально позавтракать и сделать зарядка "
"2435","vulpes_zerda","Среди ночи в палатке на острове Большой Соловецкий срочно понадобилось вспомнить как выглядит Хемуль","5"," среди ночь в палатка на остров большой соловецкий срочно понадобиться вспомнить как выглядеть хемуль "
"2436","vulpes_zerda","Я тоже хочу так уметь D ","5"," я тоже хотеть так уметь D  "
"2437","vulpes_zerda","Я тоже хочу так уметь D ","5"," я тоже хотеть так уметь D  "
"2438","vulpes_zerda","Объява  я на Соловках до го Инета не ожидается мобильная связь  эпизодическая","5"," объява  я на соловки до го инет не ожидаться мобильный связь  эпизодический "
"2439","vulpes_zerda","АТебе на встречу когда уходить  BЧерез полчасика гдето за час доберусь СПодожди Ты назначила встречу в три часа ночи BНу да","5"," атеб на встреча когда уходить  вчерез полчасика гдеть за час добираться сподождать ты назначать встреча в три час ночь вну да "
"2440","vulpes_zerda","Рубрика Диалоги в Петербурге  Ну если мы говорим о мировой рыбе кусающей себя за хвост  Так не уроборосничай","5"," рубрика диалог в петербург  ну если мы говорить о мировой рыба кусать себя за хвост  так не уроборосничать "
"2441","vulpes_zerda","Объява   Я в Питере и вокруг Соловки Рига Финка до  сентября   Активный мобильник  ","5"," объява   я в питер и вокруг соловки рига финка до  сентябрь   активный мобильник   "
"2442","vulpes_zerda","Господамы  А на Соловки в ближайший месяц никто часом не собирается    Картинка для привлечения ","5"," господама  а на соловки в близкий месяц никто часом не собираться    картинка для привлечение  "
"2443","vulpes_zerda","так это был самый удачный mynexttweet за всю историю XD","5"," так это быть самый удачный mynexttweet за весь история XD "
"2444","vulpes_zerda","Я у меня есть лицензия на колбасе школьные друзья моей одиннадцатилетней сестры зачемто читают мою еду  ","5"," я у я быть лицензия на колбаса школьный друг мой одиннадцатилетний сестра зачемто читать мой еда   "
"2445","vulpes_zerda","влезетто оно влезет но тащить кому тащить мне","5"," влезетто оно влезать но тащить кто тащить я "
"2446","vulpes_zerda","вредно заканчивать сборы рюкзака за три часа до выхода в голову начинают лезть всякие а вот еще это можно захватить и вот это влезет","5"," вредно заканчивать сбор рюкзак за три час до выход в голова начинать лезть всякий а вот еще это можно захватить и вот это влезать "
"2447","vulpes_zerda","крышка моего мобильника держится на изоленте а циферблат наручных часов  на двустороннем скотче и нитках мирдолжензнать","5"," крышка мой мобильник держаться на изолента а циферблат наручный часы  на двусторонний скотч и нитка мирдолжензнать "
"2448","vulpes_zerda","Ну в общем вы поняли ","5"," ну в общий вы понимать  "
"2449","vulpes_zerda","Синоптики объявили неделю ЖАРЫ Скорость мыслей и действий уменьшилась вдвое","5"," синоптик объявлять неделя жара скорость мысль и действие уменьшаться вдвое "
"2450","vulpes_zerda","шаг из подъезда  и на тебя ВНЕЗАПНО обрушивается душное мягкое пузо жары и перекрывает кислород","5"," шаг из подъезд  и на ты внезапно обрушиваться душный мягкий пузо жара и перекрывать кислород "
"2451","vulpes_zerda","комната в сталинке выходящая окнами на северовосток  это прекрасно правда на улицу совсем выходить не хочется","5"," комната в сталинка выходить окно на северовосток  это прекрасный правда на улица совсем выходить не хотеться "
"2452","vulpes_zerda","Если у тебя дорогой читатель есть просветленные знакомые рассказывающие о связи вакцинации и аутизма и размахива ","5"," если у ты дорогой читатель быть просветленный знакомый рассказывать о связь вакцинация и аутизм и размахив  "
"2453","vulpes_zerda","в холодильнике морозится парафиновая голова гомункула полголовы","5"," в холодильник морозиться парафиновый голова гомункул полголовы "
"2454","vulpes_zerda"," омг да D","5","  омга да D "
"2455","vulpes_zerda","а фразу хватит пиздеть что искусство  никому не нужная еботня","5"," а фраза хватить пиздеть что искусство  никто не нужный еботний "
"2456","vulpes_zerda","как корректно перевести на английский фразу волки срать на нём уехали","5"," как корректно переводить на английский фраза волк срать на он уезжать "
"2457","vulpes_zerda","","5","  "
"2458","vulpes_zerda","АААААА почему английские этикетки отлепляются за секунду а этикетки русские нужно отдирать зубами когтями скребком уайтспиритом","5"," аааааа почему английский этикетка отлепляться за секунда а этикетка русский нужно отдирать зуб коготь скребок уайтспирит "
"2459","vulpes_zerda","Вниманию москвичей и примкнувших    Я сдала свой суперпупермегапроект и прекратила спать по три часа в  ","5"," внимание москвич и примыкать    я сдавать свой суперпупермегапроект и прекращать спать по три час в   "
"2460","vulpes_zerda","этопитердетка     прекрасное фото via  ","5"," этопитердетка     прекрасный фото via   "
"2461","vulpes_zerda","если чтото отдаленно похожее повторится маловероятнопонимаю  пожалуйстактонибудьдерните меня и скажите что пора включить трансляцию","5"," если чтото отдаленно похожий повторяться маловероятнопонимать  пожалуйстактонибудьдернуть я и сказать что пора включать трансляция "
"2462","vulpes_zerda","тот редкий момент когда смотришь днем новости и жалеешь что не следишь за событиями футбольного мира Oo","5"," тот редкий момент когда смотреть день новость и жалеть что не следить за событие футбольный мир Oo "
"2463","vulpes_zerda","заметка в телефоне где в москве в два часа ночи достать кровь христианских младенцев","5"," заметка в телефон где в москва в два час ночь доставать кровь христианский младенец "
"2464","vulpes_zerda","у меня есть лицензия на сreative cloudно я все равно вынуждена качать акробат с торрентов почему потому что так быстрее блин ненависть","5"," у я быть лицензия на сreative cloudно я весь равный вынужденный качать акробат с торрент почему потому что так быстро блин ненависть "
"2465","vulpes_zerda","Собиралась нарисовать деток  нарисовала сиамских близнецов и монстра с рыбьей головой и ногами сросшимися до половины И так всегда","5"," собираться нарисовать ребеночек  нарисовать сиамский близнец и монстр с рыбий голова и нога срастаться до половина и так всегда "
"2466","vulpes_zerda","Чтото мне второй день с этой фотографии хихикается ","5"," чтото я второй день с этот фотография хихикаться  "
"2467","vulpes_zerda","зачем зачем я досмотрела полтора сезона Шерлока за один день что же мне теперь смотреть по вечерам TT","5"," зачем зачем я досматривать полтора сезон шерлок за один день что же я теперь смотреть по вечер TT "
"2468","vulpes_zerda"," я могу продолжить ","5","  я мочь продолжать  "
"2469","vulpes_zerda"," еще плохо что при возобновлении регистрации им опять нужен мобильник причем номер верифицируется  не прокатит","5","  еще плохо что при возобновление регистрация они опять нужный мобильник причем номер верифицироваться  не прокатить "
"2470","vulpes_zerda"," также плохо что при обращении в саппорт о забытом ID необходимо указать трампампам ID а также индекс и мобильный телефон","5","  также плохо что при обращение в саппорт о забытый ID необходимый указывать трампампа ID а также индекс и мобильный телефон "
"2471","vulpes_zerda"," фликр хорош плохо что отключили вход с гугла и фейсбука плохо что с yahooID войти невозможно тоже  выдает ошибку","5","  фликра хороший плохо что отключать вход с гугл и фейсбук плохо что с yahooID входить невозможный тоже  выдавать ошибка "
"2472","vulpes_zerda","Дорогой Google пожалуйста выкупи у Yahoo фликр Yahoo  упырки я не хочу с ними взаимодействовать вообще никак а фликр нужен Спасибо","5"," дорогой Google пожалуйста выкупать у Yahoo фликра Yahoo  упырка я не хотеть с они взаимодействовать вообще никак а фликра нужный спасибо "
"2473","vulpes_zerda","о господи какое же в yahoo мудаческое ВСЁ хештег для распространения информации мир должен знать","5"," о господи какой же в yahoo мудаческий все хештег для распространение информация мир должный знать "
"2474","orangelessness"," Разбито окно и многое другое","5","  разбивать окно и многий другой "
"2475","orangelessness","А вот товарищ расставляет точки над понятиями еврей иудей и жид    определение жида абсолютно изумительно","5"," а вот товарищ расставлять точка над понятие еврей иудей и жид    определение жид абсолютно изумительно "
"2476","orangelessness","Редакция газеты За Родину издававшейся в городе Дно","5"," редакция газета за родина издаваться в город дно "
"2477","orangelessness","Дом Мод на Петроградке  гг
 
Ищу фото площади до и без него","5"," дом мода на петроградка  гг"
"2478","orangelessness"," А она закрылась давно Ищи через friendrent или уютное гнездышко","5","  а она закрываться давно искать через friendrent или уютный гнездышко "
"2479","orangelessness","Undertale  это просто такая игрушка от которой немного проще не ненавидеть всех вокруг","5"," Undertale  это просто такой игрушка от который немного просто не ненавидеть все вокруг "
"2480","orangelessness","Нужно было взять в больницу ноут и все вот эти вот три часа в приёмной играть в Undertale","5"," нужно быть взять в больница ноут и весь вот этот вот три час в приемная играть в Undertale "
"2481","orangelessness"," Роскошный фильм одобряю неистово и рьяно","5","  роскошный фильм одобрять неистово и рьяно "
"2482","orangelessness"," Хуячь им слабительное в чай Лина одобряет","5","  хуячить они слабительное в чай лина одобрять "
"2483","orangelessness","Умирали долго и мучительно и ожили в одну ночь","5"," умирать долго и мучительно и оживать в один ночь "
"2484","orangelessness","    Под Black Sun Productions очень хорошо причём под любой альбом абсолютно","5","     под Black Sun Productions очень хорошо причем под любой альбом абсолютно "
